num_id|name_landmark|machine_guess|machine_guess_name|score|test_image_url|wiki_url|wiki_summary
33|Hull House|31|Isidore H. Heller House|0.14509675|http://i.pinimg.com/736x/55/80/ee/5580eec02f880de3129a2f2f02f3da76.jpg|https://en.wikipedia.org/wiki/Hull_House|Hull House was a settlement house in the United States that was co-founded in 1889 by Jane Addams and Ellen Gates Starr. Located on the Near West Side of Chicago, Illinois, Hull House (named after the home's first owner Charles Jerald Hull) opened to recently arrived European immigrants. By 1911, Hull House had grown to 13 buildings. In 1912 the Hull House complex was completed with the addition of a summer camp, the Bowen Country Club. With its innovative social, educational, and artistic programs, Hull House became the standard bearer for the movement that had grown, by 1920, to almost 500 settlement houses nationally.	Most of the Hull House buildings were demolished for the construction of the University of Illinois-Circle Campus in the mid-1960s. The Hull mansion and several subsequent acquisitions were continuously renovated to accommodate the changing demands of the association. The original building and one additional building (which has been moved 200 yards (182.9 m)) survive today. On June 12, 1974, the Hull House building was designated a Chicago Landmark. On June 23, 1965, it was designated as a U.S. National Historic Landmark . On October 15, 1966, which is the day that the National Historic Preservation Act of 1966 was enacted, it was listed on the National Register of Historic Places. Hull House was one of the four original members to be listed on both the Chicago Registered Historic Places and the National Register of Historic Places list (along with Chicago Pile-1, Robie House & Lorado Taft Midway Studios). The Hull House Association ceased operations in January 2012, but the Hull mansion and a related dining hall remain open as a museum.
34|Illinois and Michigan Canal Locks And Towpath|34|Illinois and Michigan Canal Locks And Towpath|0.20479348|https://upload.wikimedia.org/wikipedia/commons/c/c5/Illinois-michigan-canal.png|https://en.wikipedia.org/wiki/Illinois_and_Michigan_Canal|The Illinois and Michigan Canal connected the Great Lakes to the Mississippi River and the Gulf of Mexico. In Illinois, it ran 96 miles (154 km) from the Chicago River in Bridgeport, Chicago to the Illinois River at LaSalle-Peru. The canal crossed the Chicago Portage, and helped establish Chicago as the transportation hub of the United States, before the railroad era. It was opened in 1848. Its function was largely replaced by the wider and shorter Chicago Sanitary and Ship Canal in 1900, and it ceased transportation operations with the completion of the Illinois Waterway in 1933.	Illinois and Michigan Canal Locks and Towpath, a collection of eight engineering structures and segments of the canal between Lockport and LaSalle-Peru, was designated a National Historic Landmark in 1964.	Portions of the canal have been filled in. Much of the former canal, near the Heritage Corridor transit line, has been preserved as part of the Illinois and Michigan Canal National Heritage Corridor.
35|Nicholas Jarrot Mansion|10|Arthur H. Compton House|0.0944656|https://upload.wikimedia.org/wikipedia/commons/3/3d/Nicholas_Jarrot_Mansion,_State_Route_157,_Cahokia_(St._Clair_County,_Illinois).jpg|https://en.wikipedia.org/wiki/Nicholas_Jarrot_Mansion|The Nicholas Jarrot Mansion is a historic house at 124 East First Street in Cahokia, Illinois and is operated as an inactive historic site by the Illinois Historic Preservation Agency (IHPA). It is a State Historic Site, is listed on the National Register of Historic Places, and became a National Historic Landmark in 2001. Built in 1807–1810 for the son of French colonists, it is an extremely rare example of Federal architecture in the upper Mississippi River valley.
36|Kennicott Grove|36|Kennicott Grove|0.16951695|https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Kennicotts_Grove_%287384457524%29.jpg/1200px-Kennicotts_Grove_%287384457524%29.jpg|https://en.wikipedia.org/wiki/Kennicott_Grove|Kennicott Grove is an area of prairie and wooded lands that includes the home of John Kennicott (1802–1863) and his family, including his son Robert Kennicott (1835–1866). John Kennicott was an agriculturalist and a doctor. Robert Kennicott was a naturalist and an explorer, who founded the Chicago Academy of Sciences. The grove is 123 acres (0.50 km2) in size. It is located near the intersection of Milwaukee Ave. and Lake Ave. in Glenview, Illinois, in the United States. Kennicott Grove was declared a National Historic Landmark in 1976. The site is maintained by the Glenview Park District as The Grove National Historic Landmark or also The Grove, and contains a nature interpretive center, historic buildings (some original and some recreated), and nature trails.
37|Kincaid Site|4|Cahokia Mounds|0.7122055|https://riversong.files.wordpress.com/2014/05/kincaid-site-s-illinois.jpg|https://en.wikipedia.org/wiki/Kincaid_Mounds_State_Historic_Site|The Kincaid Mounds Historic Site (11MX2-11; 11PO2-10) c. 1050-1400 CE, is the site of a city from the prehistoric Mississippian culture. One of the largest settlements of the Mississippian culture, it was located at the southern tip of present-day U.S. state of Illinois. Kincaid Mounds has been notable for both its significant role in native North American prehistory and for the central role the site has played in the development of modern archaeological techniques. The site had at least 11 substructure platform mounds (ranking fifth for mound-culture pyramids). Artifacts from the settlement link its major habitation and the construction of the mounds to the Mississippian period, but it was also occupied earlier during the Woodland period.
38|Leiter II Building|38|Leiter II Building|0.48733938|https://upload.wikimedia.org/wikipedia/commons/b/b7/Leiter_II_Building,_South_State_%26_East_Congress_Streets,_Chicago,_Cook_County,_IL.jpg|https://en.wikipedia.org/wiki/Second_Leiter_Building|The Second Leiter Building, also known as the Leiter II Building, the Sears Building, One Congress Center, and Robert Morris Center, is located at the northeast corner of South State Street and East Congress Parkway in Chicago, Illinois. (not to be confused with the present Willis Tower, formerly the Sears Tower, constructed and owned by the famous nationwide mail-order firm Sears, Roebuck & Company). This landmark of the Chicago school of architecture gained fame for being one of the earliest commercial buildings constructed with a metal skeleton frame remaining in the United States.	Built in 1891 by Levi Z. Leiter, (1834-1904), the Second Leiter Building was designed by architect William Le Baron Jenney, who implemented the skeletal frame made of steel to make the design fireproof. The building was leased by Levi Leiter to the department store of Siegel, Cooper and Company who occupied it for approximately seven years. After Siegel Cooper closed, the building hosted various tenants until it became the downtown flagship store of Sears, Roebuck and Company in 1932. Sears occupied the space the until 1986 when it decided to close the store and the space was leased to other tenants.	The structure is eight floors and occupies the entire block of State Street between Congress Parkway and Van Buren Street. The State Street facade consists of nine bays separated by wide pilasters. The pilasters are capped by simple capitals and an unadorned cornice crowns the entire structure. The Congress and Van Buren facades are three bays wide with measurements of 400 ft (120 m) by 143 ft (44 m). Within each bay are four windows on each floor aligned vertically. The building is faced with a pink granite. Each floor contains 50,000 sq ft (4,600 m2) with 16 ft (4.9 m) ceilings and could be divided to house multiple tenants.	Its predecessor, the First Leiter Building, was designed by Jenney in 1879 and stood at Wells and Monroe until it was demolished in 1972. The Second Leiter Building was designated a National Historic Landmark in 1976, and a Chicago Landmark on January 14, 1997. In 1998, the building became home to the Chicago campus of Robert Morris University-Illinois.
39|Frank R. Lillie House|61|Pullman Historic District|0.17655697|https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/20080909_Frank_R._Lillie_House.JPG/1200px-20080909_Frank_R._Lillie_House.JPG|https://en.wikipedia.org/wiki/Frank_R._Lillie_House|The Frank R. Lillie House is a historic house at 5801 South Kenwood Avenue, on the campus of the University of Chicago on the South Side of Chicago, Illinois. Built in 1904 to a design by Pond and Pond, it was home for many years to Frank R. Lillie (1870–1947), a pioneering embryologist and influential supporter of the Woods Hole Oceanographic Institute. Designated a National Historic Landmark in 1976, it is now used by the university as office space.		
40|Abraham Lincoln Home|40|Abraham Lincoln Home|0.8956065|https://upload.wikimedia.org/wikipedia/commons/8/87/Lincoln_Home_1.jpg|https://en.wikipedia.org/wiki/Lincoln_Home_National_Historic_Site|Lincoln Home National Historic Site preserves the Springfield, Illinois home and a historic district where Abraham Lincoln lived from 1844 to 1861, before becoming the 16th President of the United States. The presidential memorial includes the four blocks surrounding the home and a visitor center.
41|Lincoln Park Lily Pool|41|Lincoln Park Lily Pool|0.7134502|https://www.gardenvisit.com/uploads/image/image/154/15422/alfred_caldwell_lily_pond_original.jpg|https://en.wikipedia.org/wiki/Alfred_Caldwell_Lily_Pool|The Alfred Caldwell Lily Pool, also known as Lincoln Park Lily Pool, is an important example of Prairie School landscape architecture designed by Alfred Caldwell and located at 125 W. Fullerton Parkway (between Stockton and Cannon Drives) in Lincoln Park, Chicago, Illinois. Developed in 1936-38, it is one of Caldwell's most fully realized designs. It was designated a Chicago Landmark on November 6, 2002. It was listed on the National Register of Historic Places and as a National Historic Landmark on February 17, 2006.
42|Lincoln Tomb|42|Lincoln Tomb|0.8482036|https://upload.wikimedia.org/wikipedia/commons/c/c6/Abraham_Lincoln_Tomb_Springfield_Illiois.jpg|https://en.wikipedia.org/wiki/Lincoln_Tomb|The Lincoln Tomb is the final resting place of the 16th President of the United States, Abraham Lincoln, his wife, Mary Todd Lincoln, and three of their four sons, Edward, William, and Thomas. It is located in Oak Ridge Cemetery in Springfield, Illinois.	At the close of the ceremonies and events marking Lincoln's death, his body was placed in a nearby receiving tomb and later in the state tomb. The mausoleum is owned and administered by the State of Illinois as Lincoln Tomb State Historic Site. It was designated one of the first National Historic Landmarks in 1960, and thus became one of the first sites listed on the National Register of Historic Places in 1966, when that designation was created.	Constructed of granite, the tomb has a single-story rectangular base, with a semicircular receiving room entrance-way, on one end, and semicircular crypt or burial room on the opposite side. Four flights of balustraded stairs—two flanking the entrance at the front and two at the rear—lead to a level terrace. The balustrade extends around the terrace to form a parapet where near the center are several statues located at the base of an obelisk. The obelisk rises 117 feet (36m)-high.	A bronze reproduction of sculptor Gutzon Borglum's head of Lincoln in the U.S. Capitol rests on a pedestal in front of the entrance way. Inside the ground level entrance is a rotunda with connecting hallways to the crypt. Marble is used throughout the interior and several well-known, specially cast statues of Lincoln are displayed. A stained glass window and flags adorn the crypt.
43|Vachel Lindsay House|43|Vachel Lindsay House|0.48595345|http://3.bp.blogspot.com/-CvzAupnntpE/TaYgAP7joPI/AAAAAAAAAEM/p2TdrJawBEk/s1600/CIMG5039.JPG|https://en.wikipedia.org/wiki/Vachel_Lindsay_House|The Vachel Lindsay House is a historic house museum at 603 South 5th Street in Springfield, Illinois. Built in 1848, it was the birthplace and lifelong home of poet Vachel Lindsay (1879-1931). It was declared a National Historic Landmark in 1971. The Illinois Historic Preservation Agency operates the house as a historic house museum and offers tours of the home that emphasize Vachel Lindsay's poetry and art. It is open seasonally.
44|Owen Lovejoy House|53|Nauvoo Historic District|0.37180054|https://upload.wikimedia.org/wikipedia/commons/9/93/Owen_Lovejoy_Homestead._1905..jpg|https://en.wikipedia.org/wiki/Owen_Lovejoy_House|The Owen Lovejoy House is a historic house museum on East Peru Street in Princeton, Illinois. Built in 1838, it was for many years home to Owen Lovejoy (1811-1864), a prominent abolitionist and congressman. Lovejoy was an open operator of shelter and support on the Underground Railroad, and his house contains a concealed compartment in which escaped slaves could be hidden. It was declared a National Historic Landmark in 1997. It is open seasonally or by appointment for tours.
45|Marquette Building|45|Marquette Building|0.5879677|https://upload.wikimedia.org/wikipedia/commons/8/8f/Marquette_Building_exterior_overview_-_Chicago_Illinois.jpg|https://en.wikipedia.org/wiki/Marquette_Building_(Chicago)|"The Marquette Building, completed in 1895, is a Chicago landmark that was built by the George A. Fuller Company and designed by architects Holabird & Roche. The building is currently owned by the John D. and Catherine T. MacArthur Foundation. It is located in the community area known as the ""Loop"" in Cook County, Illinois, United States.  The building was one of the early steel frame skyscrapers of its day, and is considered one of the best examples of the Chicago School of architecture.[3] The building originally had a reddish, terra cotta exterior that is now somewhat blackened due to decades of Loop soot. It is noted both for its then cutting edge frame and its ornate interior.  Since construction, the building has received numerous awards and honors. It was designated a Chicago Landmark on June 9, 1975, and is considered an architectural masterpiece.[4] It was added to the National Register of Historic Places on August 17, 1973 and named a National Historic Landmark on January 7, 1976.[5] The building's preservation has been a major focus of the Landmarks Preservation Council of Illinois. The John D. and Catherine T. MacArthur Foundation completed an extensive four-year restoration in 2006."
46|Marshall Field Company Store|72|South Dearborn Street-Printing House Row North Historic District|0.2863595|https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Former_Marshall_Field_and_Company_Store_in_Oak_Park.jpg/1200px-Former_Marshall_Field_and_Company_Store_in_Oak_Park.jpg|https://en.wikipedia.org/wiki/Marshall_Field_and_Company_Building|"Marshall Field and Company Building which now houses, Macy's at State Street, in Chicago, Illinois, was built in 1891-1892, and was the flagship location of the Marshall Field and Company, and Marshall Field's chain of department stores. Since 2006, it is the main Chicago mid-western location of the Macy's department stores. The building is located in the Chicago ""Loop"" area of the downtown central business district in Cook County, Illinois, U.S.A., and it takes up the entire city block bounded clockwise from the west by North State Street, East Randolph Street, North Wabash Avenue, and East Washington Street.	Marshall Field's established numerous important business ""firsts"" in this building and in a long series of previous elaborate decorative structures on this site for the last century and a half, and it is regarded as one of the three most influential establishments in the nationwide development of the department store and in the commercial business economic history of the United States. Both the building name and the name of the stores formerly headquartered at this building changed names on September 9, 2006 as a result of the merger of the previous May's Department Stores (Marshall Field's former owner and parent) with the Federated Department Stores which led to the integration of the Marshall Field's stores into the Macy's now nationwide retailing network.	The building, which is the third largest store in the world, was both declared a National Historic Landmark and listed on the National Register of Historic Places on June 2, 1978, and it was designated a Chicago Landmark on November 1, 2005. The building architecture is known for its multiple atria (several balconied atrium - ""Great Hall"") and for having been built in stages over the course of more than two decades. Its ornamentation includes a Louis Comfort Tiffany, (1848-1933), (later Tiffany & Co. studios of New York City) mosaic vaulted ceiling and a pair of well-known outdoor street-corner clocks at State and Washington, and later at State and Randolph Streets, which serve as symbols of the store since 1897."
47|Mazon Creek Fossil Beds|47|Mazon Creek Fossil Beds|0.9291875|http://www.fossilmuseum.net/Fossil_Sites/Mazon-Creek/protecticus/Protecticus-L.jpg|https://en.wikipedia.org/wiki/Mazon_Creek_fossil_beds|The Mazon Creek fossil beds are a conservation lagerstätte found near Morris, in Grundy County, Illinois. The fossils are preserved in ironstone concretions, formed approximately 309 million years ago in the mid-Pennsylvanian epoch of the Carboniferous period. These concretions frequently preserve both hard and soft tissues of animal and plant materials, as well as many soft-bodied organisms that do not normally fossilize. The quality, quantity and diversity of fossils in the area, known since the mid-nineteenth century, make the Mazon Creek lagerstätte important to paleontologists, in attempting to reconstruct the paleoecology of the sites. The locality was declared a National Historic Landmark in 1997.
48|Pierre Menard House|48|Pierre Menard House|0.3273263|https://upload.wikimedia.org/wikipedia/commons/c/cc/Pierre_Menard_House_113.jpg|https://en.wikipedia.org/wiki/Pierre_Menard_House|The Pierre Menard House, located in Ellis Grove, Illinois, U.S.A., was the home of Pierre Menard, a trader who became the first lieutenant governor of Illinois from 1818 to 1822.
49|Robert A. Millikan House|39|Frank R. Lillie House|0.12002764|https://farm6.staticflickr.com/5275/7375073482_de439783da_z.jpg|https://en.wikipedia.org/wiki/Robert_A._Millikan_House|The Robert A. Millikan House is a historic house at 5605 South Woodlawn Avenue in Hyde Park community area of Chicago, Illinois, Built about 1907, it was from about 1908 until 1921 the home of American physicist Robert A. Millikan (1868-1953), the period in which he made his most significant Nobel Prize winning work. The three-story brick building earned National Historic Landmark status on May 11, 1976.
50|Modoc Rock Shelter|50|Modoc Rock Shelter|0.7120135|http://media.connectingstlouis.com/500/modoc-rock-shelter-historical-site-2.jpg|https://en.wikipedia.org/wiki/Modoc_Rock_Shelter|The Modoc Rock Shelter is a rock cliff at the edge of the Mississippi River Valley that was undercut by Ice Age floods. This site is significant for its archaeological evidence of human habitation during the Archaic period in the Eastern United States. It is located on the northeastern side of County Road 7 (Bluff Road) southeast of Prairie du Rocher in Randolph County, Illinois, United States. It was declared a National Historic Landmark in 1961.
51|Montgomery Ward Company Complex|51|Montgomery Ward Company Complex|0.24450581|https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Montgomery_Ward_Catalogue_House.JPG/1200px-Montgomery_Ward_Catalogue_House.JPG|https://en.wikipedia.org/wiki/Montgomery_Ward_Company_Complex|The Montgomery Ward Company Complex is the former national headquarters of Montgomery Ward, the United States' oldest mail order firm. The property is located along the North Branch of the Chicago River at 618 W. Chicago Avenue in Near North Side, Chicago, Illinois. It was listed on the National Register of Historic Places and as a National Historic Landmark on June 2, 1978.
52|Morrow Plots, University of Illinois|52|Morrow Plots, University of Illinois|0.87123203|https://c2.staticflickr.com/2/1085/537413317_425effc9f4_b.jpg|https://en.wikipedia.org/wiki/Morrow_Plots|The Morrow Plots is an experimental agricultural field at the University of Illinois at Urbana-Champaign. Named for Professor George E. Morrow, it is the oldest such field in the United States and the second oldest in the world. It was established in 1876 as the first experimental corn field at an American college and continues to be used today, although with three plots of much reduced size, instead of the original ten half-acre lots. The site was designated a National Historic Landmark on May 23, 1968. The fields are managed by the College of Agricultural, Consumer, and Environmental Sciences.
53|Nauvoo Historic District|24|Fort Sheridan Historic District|0.11347392|https://c5.staticflickr.com/1/12/68810100_7cf2e18861.jpg|https://en.wikipedia.org/wiki/Nauvoo_Historic_District|Nauvoo Historic District is a National Historic Landmark District containing the city of Nauvoo, Illinois. The historic district is nearly coterminous with the City of Nauvoo as it was incorporated in 1840, but it also includes the Pioneer Saints Cemetery (40.5369°N 91.3507°W﻿ / 40.5369; -91.3507﻿ (Old Nauvoo Burial Grounds)), the oldest Mormon cemetery in the area, which is outside the town boundary.	Contributing structures include:		There are many non-contributing, modern structures in the district.	The district was declared a National Historic Landmark in 1961. It is significant as the headquarters of The Church of Jesus Christ of Latter-day Saints (LDS, or Mormon Church) from 1839 and 1846, and as an important early example of community planning by the LDS church. The city's basic plan is still discernible despite the many modern intrusions, and there are a wealth of historical archaeological sites related to the early LDS settlement period, including the site of the main temple, which occupied a prominent location in the city; it was burned in 1848 and its remains were levelled by a tornado in 1865. Due to the large influx of Mormons, Nauvoo became Illinois's largest city for a brief period in the 1840s. Despite this, it lacked a distinct commercial center, consisting mainly of residences laid out on broad streets on a rectangular grid.	The Mormons were forced out of Nauvoo in 1848, and the community was taken over by the Icarians, a utopian religious movement. In the 1960s, Mormon preservationists began to restore it and develop it as a tourism site related to the history of Mormonism.		
54|New Philadelphia Townsite|54|New Philadelphia Townsite|0.28045017|https://4.bp.blogspot.com/--UJXCyONCTc/WY70KTLqndI/AAAAAAAARug/oBVDt611JuIAhPeudiBy1So82lcrdh8IACEwYBhgL/s1600/New_Philadelphia_IL_Google_Map.jpg|https://en.wikipedia.org/wiki/New_Philadelphia_Town_Site|"The New Philadelphia Town Site is the original site of the now-vanished town of ""New Philadelphia"", Illinois. It is located near the city of Barry, in Pike County. Founded in 1836, it was the first town in the United States platted and registered by an African American before the American Civil War. The founder Free Frank McWorter was a former slave who was able to save money from work and his own business to purchase the freedom of his wife, himself and 13 members of his family in Kentucky.[2][3]  The town site was listed on the National Register of Historic Places in 2005, and designated a National Historic Landmark in 2009.[1]"
55|Old Kaskaskia Village|4|Cahokia Mounds|0.18543923|https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Old_Kaskaskia_Village_from_W.jpg/1200px-Old_Kaskaskia_Village_from_W.jpg|https://en.wikipedia.org/wiki/Grand_Village_of_the_Illinois|The Grand Village of the Illinois, also called Old Kaskaskia Village, is a site significant for being the best documented historic Native American village in the Illinois River valley. It was a large agricultural village of Native Americans of the Illinois confederacy, located on the north bank of the Illinois River near the present town of Utica, Illinois. French explorers Louis Joliet and Father Jacques Marquette came across it in 1673. The Kaskaskia, a tribe of the Illiniwek people (and later, other Illiniwek tribes) lived in the village. It grew rapidly after a mission and fur trading post were established there in 1675, to a population of about 6,000 people in about 460 houses. Around 1691 the Kaskaskia and other Illiniwek moved further south, abandoning the site due to pressure from an Iroquois invasion from the northeast.	The historic site is owned by the U.S. state of Illinois. The state has conducted archaeological excavations there. The site was declared a National Historic Landmark in 1964.	A prominent local landmark, Starved Rock, stands on the south bank of the river directly opposite the Grand Village site. Explorer La Salle founded a fort there to be near this village. Starved Rock is also a National Historic Landmark and is included in Starved Rock State Park.		
56|Old Main, Knox College|56|Old Main, Knox College|0.81357735|https://farm5.staticflickr.com/4052/4536583554_95fbed4f54_z.jpg|https://en.wikipedia.org/wiki/Old_Main,_Knox_College|Old Main is the oldest building on the campus of Knox College in Galesburg, Illinois. Completed in 1857, it is a distinctive Gothic Tudor design of Swedish architect Charles Ulricson. It was designated a National Historic Landmark in 1961 as one of the few surviving sites to host one of the famous 1858 Lincoln–Douglas debates. The building underwent a major restoration in the 1930s, which modernized its interior and restored its exterior.
57|Old State Capitol|57|Old State Capitol|0.89524245|http://capitolshots.com/wp-content/uploads/2014/03/Old-State-Capitol-Of-Illinois.jpg|https://en.wikipedia.org/wiki/Old_Louisiana_State_Capitol|"The Louisiana's Old State Capitol is a historic government building, and now a museum, at 100 North Boulevard in Baton Rouge, Louisiana, U.S.A.. Built in which housed the Louisiana State Legislature from the mid-19th century until the current capitol tower building was constructed in 1929-32.	It was built to both look like and function like a castle and has led some locals to call it the Louisiana Castle, the Castle of Baton Rouge, the Castle on the River, or the Museum of Political History; although most people just call it the old capitol building. The term ""Old State Capitol"" in Louisiana is used to refer to the building and not to the two towns that were formerly the capital city: New Orleans and Donaldsonville. It was designated a National Historic Landmark in 1974 for its architecture."
58|Old Stone Gate, Chicago Union Stockyards|58|Old Stone Gate, Chicago Union Stockyards|0.9378628|https://s3.amazonaws.com/gs-waymarking-images/52da9c31-c566-44c4-8ffa-e175460a891c_d.jpg|https://en.wikipedia.org/wiki/Union_Stock_Yard_Gate|The Union Stock Yard Gate, located on Exchange Avenue at Peoria Street, was the entrance to the famous Union Stock Yards in Chicago. The gate was probably designed by John Wellborn Root of Burnham and Root around 1875, and is the only significant structural element of the stock yards to survive. It was designated a National Historic Landmark in 1981. The plaza surrounding the gate also includes the city's principal memorial to its firefighters.
59|Orchestra Hall|59|Orchestra Hall|0.92987657|http://i.pinimg.com/736x/66/44/13/664413549559bb6f8b88e6d8c22ad3ee.jpg|https://en.wikipedia.org/wiki/Symphony_Center|Symphony Center is a music complex located at 220 South Michigan Avenue in the Loop area of Chicago, Illinois. Home to the Chicago Symphony Orchestra; Chicago Symphony Chorus; Civic Orchestra of Chicago; and the Institute for Learning, Access, and Training; Symphony Center includes the 2,522-seat Orchestra Hall, which dates from 1904; Buntrock Hall, a rehearsal and performance space; Grainger Ballroom, an event space overlooking Michigan Avenue and the Art Institute of Chicago; a public multi-story rotunda; tesori restaurant; and administrative offices. In June 1993, plans to significantly renovate and expand Orchestra Hall were approved and the $110 million project resulting in Symphony Center began in 1995 and was completed in 1997.	Orchestra Hall was designated a National Historic Landmark on April 19, 1994. It has been listed on the National Register of Historic Places since 1978.
60|Principia College Historic District||||http://r.search.yahoo.com/_ylt=AwrB8p_6OZNaLksAUOWjzbkF;_ylu=X3oDMTBpcGszamw0BHNlYwNmcC1pbWcEc2xrA2ltZw--/RV=2/RE=1519626874/RO=11/RU=http%3a%2f%2fhcap.artstor.org%2fcollect%2fcic-hcap%2findex%2fassoc%2fp1325.dir%2fPrincipia%2520College%2520Historic%2520District%2520%28view%2520of%2520Buck%2520House%29%2c%2520Principia%2520College-large.jpg/RK=2/RS=YNfdv6.Kd00trVMTxdmljpeIq9s-|https://en.wikipedia.org/wiki/Principia_College_Historic_District|The Principia College Historic District is a National Historic Landmark District encompassing the central portion of the campus of Principia College in Elsah, Illinois. The campus master plan and eleven of its buildings are an important late design of architect Bernard Maybeck, best known for his influential architecture in the American West. It was declared a National Historic Landmark in 1993., and was also placed on the National Register of Historic Places that same year.
61|Pullman Historic District|15|Charles G. Dawes House|0.2309183|http://static.panoramio.com/photos/large/16460311.jpg|https://en.wikipedia.org/wiki/Pullman_National_Monument|Pullman National Monument, also known as The Pullman District and Pullman Historic District, is located in Chicago and was the first model, planned industrial community in the United States. The district is significant for its historical origins in the Pullman Company, one of the most famous company towns in the United States, and scene of the violent 1894 Pullman strike. It was built for George Pullman as a place to produce the famous Pullman sleeping cars.	Located in what is now the Pullman community area of Chicago, the district includes the Pullman factory and also the Hotel Florence, named after George Pullman's daughter. Also within the district is the A. Philip Randolph Pullman Porter Museum, named for the prominent leader A. Philip Randolph, which recognizes and explores African American labor history. Parts of the site, in recent decades have been owned by the Illinois Historic Preservation Agency prior to gifting them to the federal government. Additional grounds remain owned by the state, as The Pullman State Historic Site.  The Pullman District, including the national mounument, state historic site, and private homes is east of Cottage Grove Avenue, from East 103rd St. to East 115th St. It was named a Chicago Landmark district on October 16, 1972. It was listed on the National Register of Historic Places on October 8, 1969 and declared a National Historic Landmark on December 30, 1970.	Preservationists had hoped to extend the district to include Schlitz Row, but the taverns located there have been demolished. The district was named a National Monument on February 19, 2015, making it a component of the National Park System.
62|Reliance Building|62|Reliance Building|0.78114736|https://upload.wikimedia.org/wikipedia/commons/1/17/2010-03-03_1872x2808_chicago_reliance_building.jpg|https://en.wikipedia.org/wiki/Reliance_Building|The Reliance Building is a skyscraper located at 1 W. Washington Street in the Loop community area of Chicago, Illinois. The first floor and basement were designed by John Root of the Burnham and Root architectural firm in 1890, with the rest of the building completed by Charles B. Atwood in 1895. It is the first skyscraper to have large plate glass windows make up the majority of its surface area, foreshadowing a design feature that would become dominant in the 20th century.	The Reliance Building was listed on the National Register of Historic Places in 1970; and on January 7, 1976, it was designated a National Historic Landmark.	The Reliance Building is also part of the Loop Retail Historic District, a collection of over one hundred buildings that reflects the growth of State and Wabash Streets as the central retail district of Chicago. The building fell into disrepair starting in the 1940s, and was restored in the late 1990s. Since 1999, the building has housed the 122-room The Alise Chicago hotel (formerly the Hotel Burnham) and Atwood Cafe.
63|Riverside Historic District|25|Henry Gerber House|0.13660859|https://s3.amazonaws.com/gs-waymarking-images/07758940-ea09-4bb6-96c0-cc250dda5b41_d.jpg|https://en.wikipedia.org/wiki/Riverside_Historic_District_(Riverside,_Illinois)|The Riverside Historic District, also known as Riverside Landscape Architecture District, encompasses what is arguably one of the first planned communities in the United States. The district encompasses the majority of the village of Riverside, Illinois, a suburb just west of Chicago. It was planned and designed by Calvert Vaux and Frederick Law Olmsted, and features a number of architecturally distinguished buildings.[3]
64|Frederick C. Robie House|64|Frederick C. Robie House|0.6359561|http://landmarkhunter.com/photos/52/48/524804-L.jpg|https://en.wikipedia.org/wiki/Robie_House|The Frederick C. Robie House is a U.S. National Historic Landmark on the campus of the University of Chicago in the South Side neighborhood of Hyde Park in Chicago, Illinois, at 5757 S. Woodlawn Avenue. Built between 1909 and 1910, the building was designed by architect Frank Lloyd Wright and is renowned as the greatest example of the Prairie School style, the first architectural style considered uniquely American. It was designated a National Historic Landmark on November 27, 1963 and was on the very first National Register of Historic Places list of October 15, 1966.
65|Rock Island Arsenal|65|Rock Island Arsenal|0.74973273|https://militarybases.com/images/bases/rockisland2.jpg|https://en.wikipedia.org/wiki/Rock_Island_Arsenal|The Rock Island Arsenal comprises 946 acres (383 ha), located on Arsenal Island, originally known as Rock Island, on the Mississippi River between the cities of Davenport, Iowa, and Rock Island, Illinois. It lies within the state of Illinois. It is home of First Army headquarters. The island was originally established as a government site in 1816, with the building of Fort Armstrong. It is now the largest government-owned weapons manufacturing arsenal in the United States. It has manufactured military equipment and ordnance since the 1880s. In 1919–1920 one hundred of the Anglo-American or Liberty Mark VIII tanks were manufactured, although too late for World War I. It is designated as a National Historic Landmark.	Established as both an arsenal and a center for the manufacture of leather accoutrements and field gear, today it provides manufacturing, logistics, and base support services for the Armed Forces. The Arsenal is the only active U.S. Army foundry, and manufactures ordnance and equipment, including artillery, gun mounts, recoil mechanisms, small arms, aircraft weapons sub-systems, grenade launchers, weapons simulators, and a host of associated components. Some of the Arsenal's most successful products include the M198 and M119 towed howitzers, and the M1A1 gun mount. About 250 military personnel and 6,000 civilians work there. The 2000 census population was 145.
